,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_desc,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count.1,start,end,event,two_year_recid,length_of_stay,length_of_stay.1,length_of_stay.2
4602,0,2,0,0,1,0,0,0,22,1,1,1,0,0,0,1,0,0,2,0,0,0,4,1,1,0,0,0
4601,0,2,1,0,3,0,0,2,22,1,0,1,35,1,0,3,0,0,3,0,2,0,0,1,1,0,0,0
4595,0,4,0,0,1,0,0,0,22,1,1,1,39,0,0,1,0,0,1,0,0,0,26,1,1,0,0,0
4583,0,4,0,1,8,0,0,12,22,1,1,1,7,0,0,8,2,0,6,1,12,0,9,0,1,0,1,0
4593,1,3,0,0,1,0,0,0,22,1,1,1,2,1,0,1,0,0,1,0,0,0,21,1,1,0,0,0
4590,0,2,0,0,3,0,0,0,22,1,1,1,18,0,0,3,0,0,4,0,0,0,15,1,1,0,0,0
4589,0,3,1,0,2,0,0,0,22,1,0,1,89,0,0,2,0,0,2,0,0,0,6,1,1,0,0,0
7115,0,2,0,0,2,0,0,2,22,1,0,1,146,1,0,2,0,0,2,0,2,0,49,1,1,0,0,0
4585,0,5,0,0,3,0,0,4,22,1,0,1,59,0,0,3,0,0,1,0,4,0,5,0,1,0,0,0
7116,0,2,0,0,7,0,1,1,22,1,0,1,66,0,0,7,1,0,7,1,1,0,10,1,1,0,2,0
7119,1,4,1,0,8,0,0,4,21,1,0,1,274,0,0,8,2,0,1,0,4,0,4,0,1,0,0,0
7104,0,2,0,0,1,0,0,0,22,1,1,1,3,0,0,1,0,0,2,0,0,0,21,1,1,0,4,1
4629,1,2,1,0,2,0,0,0,22,1,1,1,113,0,0,2,0,0,2,0,0,0,7,1,1,0,0,0
7102,1,2,0,0,6,0,1,3,22,1,0,1,273,0,0,6,1,0,5,1,3,0,29,1,1,0,0,0
4630,0,3,0,0,9,0,0,8,22,1,0,1,8,0,0,9,2,0,5,1,8,0,3,1,1,0,7,0
4661,0,2,0,0,2,0,0,0,22,1,1,1,42,1,0,2,0,0,3,0,0,0,40,1,1,0,0,0
7057,0,2,0,0,4,0,0,4,22,1,0,1,8,0,0,4,0,0,4,0,4,0,26,0,1,0,37,0
7062,0,3,0,0,7,0,0,9,22,1,0,1,8,0,0,7,1,0,7,1,9,0,4,1,1,0,0,0
7068,0,3,1,0,1,0,0,1,22,1,1,1,2,1,0,1,0,0,1,0,1,0,19,0,1,0,0,0
4655,0,2,0,0,3,0,0,0,22,1,0,1,10,0,0,3,0,0,5,1,0,0,6,1,1,0,3,0
7070,0,4,0,0,1,0,0,1,22,1,0,1,9,0,0,1,0,0,2,0,1,0,74,1,0,0,0,0
7077,0,2,0,0,6,0,0,15,22,1,0,1,18,0,0,6,1,0,3,0,15,0,2,0,1,0,0,0
4654,0,5,0,0,7,0,0,10,22,1,1,1,82,1,0,7,1,0,4,0,10,0,2,1,1,0,11,2
7078,0,2,0,0,5,0,0,2,22,3,1,1,8,0,0,5,1,0,4,0,2,0,17,1,1,0,0,0
7079,1,2,0,0,4,0,0,0,22,1,0,1,12,0,0,4,0,0,4,0,0,0,45,1,1,0,4,1
7080,0,2,0,1,5,0,1,1,22,1,0,1,8,0,0,5,1,0,8,2,1,0,0,1,1,0,0,0
7088,0,5,0,0,4,0,0,10,22,1,0,1,9,0,0,4,0,0,1,0,10,0,12,1,1,0,1,0
7089,0,5,0,0,1,0,0,0,22,1,0,1,5,0,0,1,0,0,1,0,0,0,29,0,1,0,0,0
7098,1,2,1,0,8,0,0,0,22,1,1,1,127,1,0,8,2,0,6,1,0,0,5,1,1,0,1,0
7100,0,2,0,0,6,0,0,3,22,1,0,1,4,0,0,6,1,0,4,0,3,0,16,1,1,0,1,0
7121,1,2,0,0,5,0,0,6,22,1,1,1,17,0,0,5,1,0,3,0,6,0,18,1,1,0,0,0
7125,0,4,0,0,6,0,0,3,22,1,1,1,275,0,0,6,1,0,1,0,3,0,56,1,1,0,3,0
7051,0,2,0,0,10,0,0,1,22,1,0,1,42,1,0,10,2,0,9,2,1,0,5,1,1,0,9,2
7175,0,6,1,0,1,0,0,0,22,1,1,1,31,0,0,1,0,0,1,0,0,0,9,1,1,0,3,0
7168,0,2,1,0,4,0,0,0,22,1,1,1,2,1,0,4,0,0,3,0,0,0,3,0,1,0,0,0
4531,0,2,0,0,9,0,0,2,22,1,0,1,8,0,0,9,2,0,7,1,2,0,20,1,1,0,0,0
4527,1,2,0,0,3,0,0,0,22,1,0,1,75,1,0,3,0,0,3,0,0,0,36,1,1,0,6,1
7169,0,2,0,0,5,0,0,0,22,1,1,1,39,0,0,5,1,0,7,1,0,0,68,1,0,0,0,0
7174,0,1,0,1,9,0,0,1,64,1,0,1,3,0,0,9,2,0,9,2,1,0,42,1,1,0,0,0
4522,0,3,0,0,9,0,3,18,22,1,0,1,84,0,0,9,2,0,8,2,18,0,0,1,1,0,0,0
4521,0,3,0,0,7,0,0,21,22,1,0,1,65,0,0,7,1,0,2,0,21,0,0,1,1,0,0,0
7183,1,2,0,0,6,0,0,0,22,1,0,1,118,0,0,6,1,0,3,0,0,0,1,1,1,0,0,0
4581,1,2,1,0,9,0,0,2,24,1,0,1,12,0,0,9,2,0,4,0,2,0,1,0,1,0,0,0
4514,0,3,0,0,10,0,0,0,22,1,0,1,20,1,0,10,2,0,9,2,0,0,4,1,1,0,3,0
7184,1,3,1,0,6,0,0,4,21,1,1,1,65,0,0,6,1,0,3,0,4,0,15,0,1,0,1,0
4508,0,5,0,0,8,0,0,17,22,1,0,1,10,0,0,8,2,0,2,0,17,0,7,1,1,0,4,1
4504,0,2,0,0,9,0,1,17,22,1,0,1,22,0,0,9,2,0,8,2,17,0,19,1,1,0,0,0
7194,1,3,1,0,1,0,0,2,22,1,1,1,136,1,0,1,0,0,1,0,2,0,31,1,1,0,0,0
4492,0,2,1,0,4,0,0,0,22,1,0,1,4,1,0,4,0,0,5,1,0,0,23,1,1,0,0,0
7207,0,3,0,0,2,0,0,0,22,1,1,1,11,0,0,2,0,0,2,0,0,0,47,1,1,0,0,0
7165,0,2,0,0,6,0,0,0,22,1,0,1,9,0,0,6,1,0,5,1,0,0,14,1,1,0,0,0
7164,0,3,0,1,9,0,0,7,22,1,1,1,65,0,0,9,2,0,5,1,7,0,48,1,1,0,0,0
7160,0,2,0,0,7,2,0,7,22,1,0,1,5,0,0,7,1,0,6,1,7,0,7,1,1,0,16,4
4533,0,4,0,0,5,0,0,1,22,1,1,1,2,1,0,5,1,0,4,0,1,0,60,1,1,0,0,0
7130,0,3,0,0,4,0,0,3,22,1,0,1,62,0,0,4,0,0,2,0,3,0,20,1,1,0,0,0
4573,0,3,0,0,3,0,0,2,22,1,0,1,30,0,0,3,0,0,2,0,2,0,4,0,1,0,0,0
4571,0,3,1,0,3,0,0,0,58,1,0,1,10,0,0,3,0,0,2,0,0,0,44,1,1,0,0,0
4567,0,5,0,0,2,0,0,1,22,1,0,1,171,0,0,2,0,0,1,0,1,0,19,1,1,0,0,0
7133,1,3,0,0,7,0,0,1,22,1,0,1,68,0,0,7,1,0,2,0,1,0,29,1,1,0,7,1
4563,1,4,0,0,3,0,0,6,22,1,0,1,106,0,0,3,0,0,1,0,6,0,19,0,1,0,0,0
7134,1,2,0,0,8,0,0,4,22,1,0,1,8,1,0,8,2,0,4,0,4,0,31,1,1,0,0,0
7138,1,3,0,0,8,0,0,9,22,1,0,1,10,0,0,8,2,0,2,0,9,0,18,1,1,0,0,0
7141,0,2,1,0,5,0,0,7,22,1,1,1,21,0,0,5,1,0,5,1,7,0,4,1,1,0,2,0
7145,0,2,1,0,10,0,2,14,22,1,0,1,83,0,0,10,2,0,10,2,14,0,3,0,1,0,0,0
7150,0,4,0,0,5,0,1,11,22,1,0,1,276,1,0,5,1,0,3,0,11,0,1,1,1,0,17,4
4545,0,2,0,0,7,1,0,2,22,1,0,1,8,0,0,7,1,0,8,2,2,0,62,1,1,0,0,0
4543,1,2,0,0,3,0,0,4,22,1,0,1,18,0,0,3,0,0,3,0,4,0,37,1,1,0,0,0
4538,0,2,1,0,5,1,0,1,30,1,0,1,9,1,0,5,1,0,7,1,1,0,10,0,1,0,2,0
7152,0,3,0,0,6,0,1,12,22,1,1,1,10,0,0,6,1,0,3,0,12,0,0,1,1,0,0,0
7056,0,2,0,0,2,0,0,0,22,1,0,1,122,0,0,2,0,0,4,0,0,0,1,1,1,0,0,0
7041,0,3,0,0,1,0,0,0,22,1,0,1,2,1,0,1,0,0,1,0,0,0,21,1,1,0,0,0
6884,0,2,1,0,2,0,0,0,22,1,0,1,5,0,0,2,0,0,2,0,0,0,26,1,1,0,3,0
6934,0,2,0,0,3,0,0,2,22,1,0,1,39,0,0,3,0,0,4,0,2,0,1,1,1,0,0,0
4801,0,2,1,0,8,2,0,3,22,1,0,1,8,0,0,8,2,0,6,1,3,0,20,1,1,0,0,2
4800,0,3,1,0,4,0,1,2,22,1,1,1,127,0,0,4,0,0,4,0,2,0,31,0,1,0,0,0
6933,0,2,0,0,7,0,0,0,22,1,0,1,10,0,0,7,1,0,6,1,0,0,0,1,1,0,4,1
4793,0,3,1,0,2,0,0,5,22,1,0,1,222,0,0,2,0,0,2,0,5,0,27,0,0,0,10,0
4791,1,5,0,0,1,0,0,0,22,1,0,1,21,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0
4789,0,4,0,1,10,1,0,24,22,1,0,1,98,1,0,10,2,0,3,0,24,0,1,0,1,0,15,0
4788,0,3,0,0,6,0,0,2,22,1,0,1,32,0,0,6,1,0,6,1,2,0,13,1,1,0,0,0
6939,0,4,1,0,1,0,0,1,22,1,0,1,68,1,0,1,0,0,1,0,1,0,37,1,1,0,0,0
4747,0,2,0,0,8,0,0,5,22,1,1,1,95,1,0,8,2,0,6,1,5,0,5,1,1,0,3,0
6945,0,2,1,0,10,2,1,3,22,1,0,1,21,0,0,10,2,0,6,1,3,0,0,0,1,0,3,0
6952,0,2,0,0,4,1,0,1,22,1,1,1,61,0,0,4,0,0,7,1,1,0,7,1,1,0,0,0
4772,0,3,0,0,6,0,0,19,22,1,1,1,184,0,0,6,1,0,1,0,19,0,0,0,1,0,0,0
4771,0,2,0,0,3,0,0,1,22,1,1,1,42,1,0,3,0,0,3,0,1,0,29,1,1,0,0,0
4757,0,2,0,0,7,0,0,8,22,1,0,1,7,0,0,7,1,0,5,1,8,0,62,0,1,0,0,0
4754,0,2,1,0,4,0,0,0,22,1,0,1,220,0,0,4,0,0,7,1,0,0,35,1,1,0,0,0
4753,0,2,0,0,8,0,1,7,37,1,1,1,29,0,0,8,2,0,7,1,7,0,18,0,1,0,2,0
6923,0,5,1,0,1,0,0,2,22,1,1,1,13,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0
6920,1,3,1,0,1,0,0,1,22,1,1,1,2,1,0,1,0,0,1,0,1,0,29,1,1,0,0,0
6919,0,3,1,0,5,0,0,8,24,1,1,1,9,0,0,5,1,0,4,0,8,0,2,1,1,0,0,0
6917,0,2,0,0,9,0,0,8,22,1,0,1,228,0,0,9,2,0,6,1,8,0,20,1,1,0,2,0
4821,0,2,0,0,5,0,0,2,22,1,0,1,224,1,0,5,1,0,5,1,2,0,8,1,1,0,0,0
6899,0,2,0,0,9,0,0,8,22,1,1,1,5,1,0,9,2,0,6,1,8,0,11,1,1,0,0,0
6903,0,2,0,0,5,0,1,5,22,1,1,1,62,0,0,5,1,0,3,0,5,0,42,1,1,0,0,0
4819,0,4,1,0,1,0,0,0,22,1,0,1,10,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0
6905,1,2,0,0,4,0,0,0,22,1,0,1,268,1,0,4,0,0,3,0,0,0,30,0,1,0,0,0
6907,0,2,0,0,2,0,0,4,22,1,0,1,269,1,0,2,0,0,3,0,4,0,56,1,1,0,0,0
4818,0,2,0,0,5,0,0,0,22,1,1,1,8,0,0,5,1,0,5,1,0,0,5,1,1,0,0,0
4817,1,3,1,0,4,0,0,0,22,1,0,1,21,0,0,4,0,0,2,0,0,0,17,0,1,0,5,0
6913,0,4,1,0,8,0,0,8,20,1,0,1,100,0,0,8,2,0,9,2,8,0,11,1,1,0,0,0
6914,0,3,0,0,4,0,0,4,22,1,1,1,2,1,0,4,0,0,4,0,4,0,16,1,1,0,3,0
6915,1,4,0,0,8,0,0,8,22,1,0,1,5,0,0,8,2,0,6,1,8,0,11,1,1,0,5,1
4812,0,2,0,0,10,1,0,24,22,1,0,1,65,1,0,10,2,0,7,1,24,0,19,0,1,0,0,0
4811,0,3,0,0,1,0,0,0,22,1,0,1,9,0,0,1,0,0,1,0,0,0,32,1,1,0,0,0
5116,0,2,0,0,9,0,0,1,22,1,1,1,9,0,0,9,2,0,8,2,1,0,16,1,1,0,16,4
6916,1,2,0,0,6,0,0,12,18,1,1,1,65,0,0,6,1,0,4,0,12,0,42,1,1,0,0,0
4749,1,2,0,0,5,0,0,2,22,1,0,1,27,0,0,5,1,0,4,0,2,0,41,1,1,0,0,0
6954,0,2,1,0,5,0,0,2,20,1,0,1,97,0,0,5,1,0,5,1,2,0,10,0,1,0,7,0
4667,0,3,0,0,4,0,0,7,22,1,0,1,169,1,0,4,0,0,4,0,7,0,6,0,1,0,0,0
7025,0,2,0,0,3,0,3,0,22,1,0,1,8,0,0,3,0,0,3,0,0,0,56,0,1,0,0,0
4705,0,3,0,0,8,0,1,16,22,1,1,1,62,0,0,8,2,0,3,0,16,0,40,1,1,0,0,0
4702,0,2,0,0,8,0,0,2,22,1,0,1,37,0,0,8,2,0,8,2,2,0,3,1,1,0,0,0
4699,0,4,0,0,6,0,0,7,22,1,0,1,37,0,0,6,1,0,7,1,7,0,7,1,1,0,1,0
4689,0,3,0,0,3,1,0,6,22,1,1,1,2,1,0,3,0,0,3,0,6,0,44,1,1,0,0,0
7009,1,2,0,0,7,1,0,7,22,1,0,1,45,0,0,7,1,0,4,0,7,0,0,0,1,0,24,0
4687,0,2,0,0,6,0,1,5,22,1,0,1,8,0,0,6,1,0,5,1,5,0,19,0,1,0,0,0
7011,0,2,1,0,3,0,0,2,18,1,0,1,79,1,0,3,0,0,3,0,2,0,37,1,1,0,0,0
7026,0,5,0,0,10,0,0,28,22,1,0,1,9,1,0,10,2,0,6,1,28,0,0,1,1,0,2,0
6958,0,2,0,0,5,0,0,5,22,1,1,1,17,0,0,5,1,0,6,1,5,0,51,0,1,0,0,0
7027,0,3,0,1,10,2,0,14,22,1,0,1,5,0,0,10,2,0,9,2,14,0,3,1,1,0,14,0
7030,0,3,1,0,10,0,0,4,22,1,0,1,37,0,0,10,2,0,8,2,4,0,4,1,1,0,0,0
4680,0,4,0,0,9,1,0,5,36,1,0,1,9,0,0,9,2,0,5,1,5,0,16,0,1,0,0,0
7033,0,2,0,0,6,0,1,3,22,1,0,1,9,0,0,6,1,0,5,1,3,0,8,1,1,0,0,0
7037,0,2,0,0,6,0,0,1,22,1,1,1,2,1,0,6,1,0,6,1,1,0,30,1,1,0,0,0
4679,1,2,0,0,8,0,0,0,22,1,1,1,37,0,0,8,2,0,9,2,0,0,33,1,1,0,0,1
7039,1,2,1,0,6,0,0,7,22,1,0,1,246,0,0,6,1,0,5,1,7,0,1,0,1,0,3,1
7007,0,2,0,0,3,0,0,4,22,1,0,1,17,0,0,3,0,0,2,0,4,0,13,0,1,0,8,0
4707,0,2,1,0,4,0,0,0,22,1,1,1,8,0,0,4,0,0,7,1,0,0,20,0,1,0,0,0
7005,0,5,1,0,1,0,0,0,22,1,1,1,9,0,0,1,0,0,1,0,0,0,35,1,1,0,1,0
7001,0,2,0,0,10,0,1,10,22,1,0,1,271,0,0,10,2,0,9,2,10,0,5,0,1,0,3,0
6959,0,2,0,0,5,0,0,1,22,1,0,1,2,1,0,5,1,0,4,0,1,0,12,1,1,0,0,0
6965,1,2,1,0,6,0,0,2,20,1,0,1,2,1,0,6,1,0,7,1,2,0,7,0,1,0,0,0
6967,1,2,1,0,5,0,0,0,22,1,1,1,115,0,0,5,1,0,6,1,0,0,1,1,1,0,0,0
4728,1,3,1,0,5,0,0,5,20,1,0,1,38,0,0,5,1,0,1,0,5,0,20,1,1,0,4,1
6971,0,4,1,0,1,0,0,4,22,1,1,1,18,0,0,1,0,0,1,0,4,0,48,1,1,0,0,0
6972,0,3,0,0,3,0,0,4,22,1,0,1,9,0,0,3,0,0,4,0,4,0,13,0,1,0,0,0
4724,0,3,0,0,8,1,3,7,22,1,0,1,9,1,0,8,2,0,6,1,7,0,3,0,1,0,0,0
4722,0,4,0,0,7,0,1,7,22,1,1,1,13,1,0,7,1,0,3,0,7,0,9,1,1,0,0,0
4720,0,3,0,0,2,0,0,6,22,1,0,1,17,0,0,2,0,0,2,0,6,0,12,1,1,0,0,0
6973,0,2,0,0,10,0,0,0,22,1,1,1,8,1,0,10,2,0,6,1,0,0,3,1,1,0,1,0
4713,0,2,0,0,6,0,0,1,22,1,0,1,8,0,0,6,1,0,6,1,1,0,18,1,1,0,0,0
6981,0,3,0,0,2,0,0,1,22,1,1,1,10,0,0,2,0,0,2,0,1,0,11,1,1,0,0,0
4711,0,5,0,0,2,0,0,6,22,1,0,1,219,0,0,2,0,0,2,0,6,0,72,1,0,0,0,0
6982,1,4,1,0,1,0,0,3,22,1,0,1,5,1,0,1,0,0,1,0,3,0,3,1,1,0,2,0
7000,0,2,0,0,2,0,0,0,22,1,1,1,2,1,0,2,0,0,4,0,0,0,7,1,1,0,0,0
6566,0,2,0,0,4,0,0,0,22,1,0,1,80,0,0,4,0,0,6,1,0,0,42,1,1,0,0,0
5164,1,2,0,0,5,0,0,2,22,1,0,1,2,1,0,5,1,0,5,1,2,0,21,1,1,0,2,0
6562,0,4,0,0,3,0,0,4,30,1,1,1,12,0,0,3,0,0,1,0,4,0,10,1,1,0,0,0
5544,0,2,0,0,6,0,0,4,13,1,0,1,2,1,0,6,1,0,4,0,4,0,26,0,1,0,0,0
5968,0,4,0,0,8,0,0,3,22,1,0,1,9,0,0,8,2,0,2,0,3,0,4,0,1,0,11,0
5969,0,2,0,1,4,0,0,1,26,1,0,1,9,0,0,4,0,0,6,1,1,0,5,1,1,0,0,0
5560,0,2,0,0,4,1,1,4,22,1,0,1,14,0,0,4,0,0,3,0,4,0,52,1,1,0,0,0
5970,0,3,1,0,7,0,0,11,22,1,0,1,17,0,0,7,1,0,2,0,11,0,1,1,1,0,2,0
5973,0,2,0,0,7,1,1,11,22,1,0,1,253,0,0,7,1,0,4,0,11,0,9,1,1,0,0,0
5547,0,3,1,0,3,0,0,3,22,1,1,1,128,0,0,3,0,0,3,0,3,0,2,1,1,0,0,0
5545,0,3,0,0,9,0,0,13,22,1,0,1,17,1,0,9,2,0,5,1,13,0,1,1,1,0,0,0
5538,0,2,0,0,5,0,0,0,22,1,0,1,3,0,0,5,1,0,7,1,0,0,21,0,1,0,2,0
5515,0,3,1,0,8,0,0,5,22,1,0,1,37,0,0,8,2,0,8,2,5,0,17,1,1,0,0,0
5990,0,2,0,0,9,0,0,0,22,1,0,1,254,1,0,9,2,0,8,2,0,0,7,1,1,0,30,7
5992,0,2,1,0,9,2,7,2,22,1,0,1,155,1,0,9,2,0,9,2,2,0,42,1,1,0,0,0
5996,1,2,0,0,3,0,0,0,22,1,0,1,30,0,0,3,0,0,3,0,0,0,3,1,1,0,0,0
5529,1,2,1,0,8,0,0,1,22,1,0,1,10,0,0,8,2,0,3,0,1,0,6,1,1,0,7,1
5527,1,3,1,0,8,0,1,2,22,1,0,1,17,0,0,8,2,0,5,1,2,0,8,1,1,0,8,2
6007,0,2,0,0,7,0,0,0,22,1,0,1,71,0,0,7,1,0,7,1,0,0,72,1,0,0,0,0
6009,1,2,1,0,8,0,0,0,22,1,0,1,18,0,0,8,2,0,5,1,0,0,31,1,1,0,0,0
5561,0,2,0,0,4,0,0,2,22,1,0,1,53,0,0,4,0,0,7,1,2,0,1,0,1,0,8,0
5562,0,2,0,0,10,0,0,7,22,1,0,1,12,0,0,10,2,0,7,1,7,0,16,1,1,0,16,3
5563,1,3,1,0,7,0,0,0,22,1,1,1,32,0,0,7,1,0,3,0,0,0,37,0,1,0,1,0
5966,1,3,1,0,2,0,0,2,22,1,0,1,10,0,0,2,0,0,2,0,2,0,39,1,1,0,0,0
5591,0,2,0,0,10,0,1,1,22,1,0,1,30,0,0,10,2,0,10,2,1,0,15,0,1,0,0,2
5590,0,2,0,0,3,0,0,0,22,1,1,1,35,1,0,3,0,0,4,0,0,0,26,1,1,0,12,3
5938,0,2,0,0,8,3,0,3,22,1,0,1,226,0,0,8,2,0,8,2,3,0,16,0,1,0,0,0
5940,0,3,0,0,8,0,0,7,22,1,0,1,30,0,0,8,2,0,4,0,7,0,41,1,1,0,13,3
5583,0,2,0,0,9,0,0,2,22,1,1,1,32,0,0,9,2,0,9,2,2,0,1,1,1,0,0,0
5941,0,3,1,0,5,0,0,10,26,1,1,1,95,1,0,5,1,0,4,0,10,0,4,1,1,0,0,0
5582,0,2,1,0,6,0,0,5,22,1,0,1,245,0,0,6,1,0,6,1,5,0,11,1,1,0,2,0
5942,0,5,1,0,7,0,0,5,21,1,0,1,41,0,0,7,1,0,1,0,5,0,81,1,0,0,0,0
5949,0,3,1,0,1,0,0,2,22,1,0,1,8,0,0,1,0,0,1,0,2,0,10,1,1,0,0,0
5578,0,2,1,0,3,0,3,0,22,1,0,1,8,0,0,3,0,0,5,1,0,0,34,0,1,0,0,0
5951,0,5,0,0,7,0,0,22,28,1,0,1,53,0,0,7,1,0,3,0,22,0,1,1,1,0,0,1
5576,0,2,0,0,10,0,0,7,22,1,0,1,244,0,0,10,2,0,9,2,7,0,1,1,1,0,10,0
5568,0,4,0,0,4,0,0,4,22,1,0,1,10,0,0,4,0,0,4,0,4,0,41,1,1,0,0,0
5958,0,4,1,0,1,0,0,1,22,1,0,1,5,0,0,1,0,0,1,0,1,0,15,1,1,0,0,0
5962,0,2,0,0,6,0,0,6,22,1,0,1,18,0,0,6,1,0,6,1,6,0,10,1,1,0,11,1
5516,0,2,1,0,3,0,0,0,22,1,0,1,136,1,0,3,0,0,2,0,0,0,14,1,1,0,15,0
5512,0,1,0,0,4,0,0,0,22,1,0,1,242,1,0,4,0,0,7,1,0,0,2,1,1,0,3,0
5936,0,2,1,0,4,0,0,8,22,1,0,1,17,0,0,4,0,0,5,1,8,0,41,1,1,0,0,0
5459,0,5,0,0,2,0,0,6,22,1,0,1,5,0,0,2,0,0,1,0,6,0,10,0,1,0,5,0
6055,0,2,0,0,4,0,0,1,22,1,0,1,8,0,0,4,0,0,5,1,1,0,13,1,1,0,1,0
6084,0,2,1,0,4,0,1,4,22,1,0,1,79,0,0,4,0,0,4,0,4,0,48,1,1,0,0,0
6091,0,4,1,0,1,0,0,5,23,1,0,1,30,0,0,1,0,0,2,0,5,0,0,0,1,0,0,0
6097,0,2,0,0,6,0,0,10,22,1,0,1,108,0,0,6,1,0,6,1,10,0,26,1,1,0,0,0
5465,0,2,0,0,5,0,0,0,22,1,0,1,10,0,0,5,1,0,4,0,0,0,2,1,1,0,0,0
6102,0,3,0,0,1,0,0,1,22,1,0,1,2,1,0,1,0,0,1,0,1,0,40,1,1,0,1,0
6105,0,2,0,0,5,0,1,0,22,1,1,1,18,0,0,5,1,0,6,1,0,0,24,1,1,0,0,0
5455,0,2,0,1,7,0,0,6,22,1,0,1,93,0,0,7,1,0,8,2,6,0,35,1,1,0,0,0
6012,1,3,0,0,4,0,0,3,22,1,1,1,39,0,0,4,0,0,2,0,3,0,3,1,1,0,0,0
6111,0,3,0,0,6,0,0,10,23,1,0,1,32,0,0,6,1,0,4,0,10,0,1,1,1,0,0,0
5453,0,4,0,0,9,0,0,15,22,1,1,1,44,1,0,9,2,0,6,1,15,0,4,1,1,0,20,24
6115,0,2,1,0,9,1,0,4,22,1,1,1,2,1,0,9,2,0,9,2,4,0,51,1,1,0,0,0
6116,1,2,1,0,6,0,0,2,22,1,0,1,9,0,0,6,1,0,2,0,2,0,43,1,1,0,0,0
5440,1,2,1,0,7,3,1,3,22,1,1,1,2,1,0,7,1,0,7,1,3,0,19,1,1,0,2,0
6119,0,2,0,0,9,0,0,1,22,1,0,1,7,0,0,9,2,0,7,1,1,0,6,0,1,0,1,0
6123,0,6,0,0,2,0,0,8,20,1,0,1,5,0,0,2,0,0,1,0,8,0,35,1,1,0,3,0
6053,0,5,1,0,1,0,0,1,22,1,0,1,2,1,0,1,0,0,1,0,1,0,69,1,0,0,0,0
6050,0,2,1,0,4,0,0,3,22,1,0,1,21,0,0,4,0,0,4,0,3,0,4,1,1,0,0,0
5469,0,2,0,0,10,0,0,1,22,1,0,1,52,0,0,10,2,0,10,2,1,0,13,1,1,0,0,0
5471,0,2,1,0,8,0,3,10,22,1,1,1,62,1,0,8,2,0,7,1,10,0,8,0,1,0,0,0
6015,1,3,0,0,7,0,0,11,22,1,0,1,147,0,0,7,1,0,3,0,11,0,5,1,1,0,1,0
5510,0,5,0,0,1,0,0,0,22,1,1,1,13,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0
6017,0,4,0,0,2,0,0,13,22,1,0,1,255,0,0,2,0,0,1,0,13,0,22,1,1,0,1,0
5509,0,2,0,0,9,1,0,18,22,1,0,1,30,0,0,9,2,0,7,1,18,0,13,0,1,0,0,0
5507,0,2,0,0,3,0,1,0,22,1,0,1,54,0,0,3,0,0,7,1,0,0,51,1,1,0,0,0
6024,0,3,1,0,3,0,0,0,22,1,0,1,256,0,0,3,0,0,2,0,0,0,18,0,1,0,3,0
6027,0,2,0,0,2,0,1,1,22,1,0,1,17,0,0,2,0,0,3,0,1,0,25,1,1,0,0,0
6035,0,2,0,1,6,0,0,4,22,1,0,1,56,0,0,6,1,0,5,1,4,0,3,0,1,0,50,0
5489,0,3,1,0,6,0,0,5,22,1,0,1,5,0,0,6,1,0,4,0,5,0,62,1,1,0,0,0
6044,0,3,0,0,8,0,1,9,22,1,1,1,116,0,0,8,2,0,4,0,9,0,2,0,1,0,0,0
5483,1,2,1,0,4,0,0,1,22,1,1,1,32,0,0,4,0,0,4,0,1,0,3,1,1,0,0,0
5481,0,2,1,1,8,0,1,9,22,1,0,1,102,0,0,8,2,0,7,1,9,0,1,1,1,0,5,1
5479,0,2,0,0,7,0,0,0,22,1,0,1,5,0,0,7,1,0,7,1,0,0,8,1,1,0,8,1
5475,0,4,0,2,8,0,1,14,25,1,1,1,63,0,0,8,2,0,9,2,14,0,3,0,1,0,0,0
5474,0,3,0,0,8,0,0,7,42,1,0,1,62,1,0,8,2,0,7,1,7,0,23,1,1,0,0,0
5937,0,2,1,0,5,0,0,2,22,1,1,1,59,0,0,5,1,0,4,0,2,0,9,0,0,0,0,0
5602,1,4,1,0,5,0,0,10,22,1,0,1,31,0,0,5,1,0,2,0,10,0,41,1,1,0,1,0
5118,0,2,0,0,9,0,2,0,22,1,0,1,61,0,0,9,2,0,10,2,0,0,27,1,1,0,0,0
5722,0,4,0,1,9,0,0,7,22,1,0,1,149,0,0,9,2,0,7,1,7,0,30,0,1,0,3,0
5739,0,2,1,0,9,0,0,5,22,1,0,1,9,0,0,9,2,0,7,1,5,0,11,0,1,0,7,0
5737,1,2,1,0,4,0,0,1,22,1,1,1,29,0,0,4,0,0,3,0,1,0,68,1,0,0,0,0
5735,0,3,0,6,9,0,0,8,22,1,1,1,10,1,0,9,2,0,8,2,8,0,11,1,1,0,0,0
5733,1,3,1,0,6,0,0,0,22,1,0,1,8,0,0,6,1,0,3,0,0,0,32,1,1,0,0,0
5841,0,2,0,0,3,0,0,0,22,1,1,1,250,0,0,3,0,0,4,0,0,0,84,1,0,0,0,0
